,2014_Gangwon,2014_Gyeonggi,2014_Gyeongnam,2014_Gyeongbuk,2014_Gwangju,2014_Daegu,2014_Daejeon,2014_Busan,2014_Seoul,2014_Sejong,2014_Ulsan,2014_Incheon,2014_Jeonnam,2014_Jeonbuk,2014_Jeju,2014_Chungnam,2014_Chungbuk
2014_Gangwon,0.0,0.001970899996594587,0.042928241123055884,0.3062287556914417,1.0090797863704262,0.016630040260960648,0.0003838302804869717,6.046672334447287,0.015683473414911258,0.021249025309867185,5.878839404604068,0.002282054342431679,0.4470331941022839,0.20366493365256894,0.04958078595697599,0.008202879385723989,0.0004761234443583255
2014_Gyeonggi,0.001970899996594587,0.0,0.04764097253605086,0.30731564335127165,1.1111455380423023,0.017216019469092257,0.00403344335387255,6.049866489833075,0.012802583043824903,0.01791312334998786,5.860389483377538,3.422457942309211e-05,0.5012177284175389,0.24191821235981065,0.0531352943443663,0.018244399672312145,0.004331067984725098
2014_Gyeongnam,0.042928241123055884,0.04764097253605086,0.0,0.12181089316475674,1.0997003205089038,0.007895103852735374,0.0444067193686458,4.296443515782474,0.10909510147189978,0.12366228630613285,4.145838350214167,0.04610617018136766,0.6083552149930282,0.31449497505332735,0.0004440775122186003,0.05116139841067095,0.03989478590058244
2014_Gyeongbuk,0.3062287556914417,0.30731564335127165,0.12181089316475674,0.0,1.6039291525988737,0.1798638542975971,0.31305661617576985,1.8958977931023164,0.448211175006459,0.47706269452113415,1.7362270991548918,0.30203306277147823,1.1658571931922017,0.7623629544952568,0.10938488588763526,0.33087233997171417,0.3010673559655802
2014_Gwangju,1.0090797863704262,1.1111455380423023,1.0997003205089038,1.6039291525988737,0.0,1.1250222931315896,0.9657020621970361,6.969516479067576,1.103032691209063,1.1143173696486843,7.15927181789637,1.1209281244906055,0.15182447284057293,0.3010407135619232,1.1408694561218917,0.8207994625341384,0.9666243676563266
2014_Daegu,0.016630040260960648,0.017216019469092257,0.007895103852735374,0.1798638542975971,1.1250222931315896,0.0,0.018980048460001484,4.936731879611806,0.05966526602970161,0.07037848795848373,4.766544798164275,0.016162381986895843,0.5759427064683421,0.28914841953692516,0.00983120326428936,0.03088469471141737,0.016355208203945145
2014_Daejeon,0.0003838302804869717,0.00403344335387255,0.0444067193686458,0.31305661617576985,0.9657020621970361,0.018980048460001484,0.0,6.093399492822424,0.01695584389364345,0.022507805617556234,5.933960644954646,0.004515490670797496,0.4216810272081679,0.1865582914753376,0.05172398130685318,0.005061415213315502,0.00012373451013710792
2014_Busan,6.046672334447287,6.049866489833075,4.296443515782474,1.8958977931023164,6.969516479067576,4.936731879611806,6.093399492822424,0.0,7.07388296305611,7.263588219349383,0.023882702433971267,6.006159427508085,8.80925456991346,7.867630575652378,4.16109456906376,6.1546806185182845,5.996764789059196
2014_Seoul,0.015683473414911258,0.012802583043824903,0.10909510147189978,0.448211175006459,1.103032691209063,0.05966526602970161,0.01695584389364345,7.07388296305611,0.0,0.0004320548910268264,6.869658199730192,0.013894003279650544,0.4469709085977158,0.21678208587153874,0.11806547660780252,0.03136016673382122,0.01978814528207657
2014_Sejong,0.021249025309867185,0.01791312334998786,0.12366228630613285,0.47706269452113415,1.1143173696486843,0.07037848795848373,0.022507805617556234,7.263588219349383,0.0004320548910268264,0.0,7.054159628688287,0.019176940040336054,0.44462336905610766,0.21839375280929918,0.13316820238777677,0.03747971715888358,0.025820813543784783
2014_Ulsan,5.878839404604068,5.860389483377538,4.145838350214167,1.7362270991548918,7.15927181789637,4.766544798164275,5.933960644954646,0.023882702433971267,6.869658199730192,7.054159628688287,0.0,5.815398654716058,8.861672956204602,7.85273742376239,4.005945027257374,6.025075699101273,5.838693333116457
2014_Incheon,0.002282054342431679,3.422457942309211e-05,0.04610617018136766,0.30203306277147823,1.1209281244906055,0.016162381986895843,0.004515490670797496,6.006159427508085,0.013894003279650544,0.019176940040336054,5.815398654716058,0.0,0.5088233238105252,0.2469365420760809,0.05135286958923984,0.019244476324086275,0.004719584465015419
2014_Jeonnam,0.4470331941022839,0.5012177284175389,0.6083552149930282,1.1658571931922017,0.15182447284057293,0.5759427064683421,0.4216810272081679,8.80925456991346,0.4469709085977158,0.44462336905610766,8.861672956204602,0.5088233238105252,0.0,0.045964013014626305,0.6417040837032146,0.3433620209158258,0.42722054816589355
2014_Jeonbuk,0.20366493365256894,0.24191821235981065,0.31449497505332735,0.7623629544952568,0.3010407135619232,0.28914841953692516,0.1865582914753376,7.867630575652378,0.21678208587153874,0.21839375280929918,7.85273742376239,0.2469365420760809,0.045964013014626305,0.0,0.33853812492969115,0.135053904206858,0.18965116111040678
2014_Jeju,0.04958078595697599,0.0531352943443663,0.0004440775122186003,0.10938488588763526,1.1408694561218917,0.00983120326428936,0.05172398130685318,4.16109456906376,0.11806547660780252,0.13316820238777677,4.005945027257374,0.05135286958923984,0.6417040837032146,0.33853812492969115,0.0,0.0605193884926962,0.046902213167374474
2014_Chungnam,0.008202879385723989,0.018244399672312145,0.05116139841067095,0.33087233997171417,0.8207994625341384,0.03088469471141737,0.005061415213315502,6.1546806185182845,0.03136016673382122,0.03747971715888358,6.025075699101273,0.019244476324086275,0.3433620209158258,0.135053904206858,0.0605193884926962,0.0,0.0050232767996354465
2014_Chungbuk,0.0004761234443583255,0.004331067984725098,0.03989478590058244,0.3010673559655802,0.9666243676563266,0.016355208203945145,0.00012373451013710792,5.996764789059196,0.01978814528207657,0.025820813543784783,5.838693333116457,0.004719584465015419,0.42722054816589355,0.18965116111040678,0.046902213167374474,0.0050232767996354465,0.0
